X,Y,pressure_head_normal
29.835743835758336,2.8158936293828054,-2476.3763496949537
29.89049589050556,2.7739543626122467,-2089.5409041211
29.94524794525278,2.732015095841688,-1759.513476661936
30.0,2.6900758290711284,-1547.1796782074896
29.89049589050556,2.877262419588537,-2703.84982720072
29.94524794525278,2.835323152817978,-2158.7726363872944
30.0,2.793383886047419,-1919.1021031127123
29.94524794525278,2.9386312097942686,-2935.3697636469756
30.0,2.896691943023709,-2374.276618656461
30.0,3.0,-2210.898833863452
29.88458018581348,2.650131889336326,-1564.7016571827528
29.769160371626956,2.610187949601523,-1693.4183691084286
29.653740557440432,2.57024400986672,-1710.7343477039549
30.000000000000004,2.575761189625791,-1120.4091285260624
29.88458018581348,2.535817249890988,-1178.3684692444272
29.769160371626956,2.495873310156185,-1273.3617493300253
30.0,2.461446550180453,-710.9927120173686
29.88458018581348,2.4215026104456503,-923.1662755351581
30.0,2.347131910735116,-546.5058101503075
29.77164269107486,2.877262419588537,-3190.9064018641902
29.82639474582208,2.9386312097942686,-3457.7467677929335
29.8811468005693,3.0,-3052.0794471371983
29.707541546391383,2.9386312097942686,-3442.597010152554
29.7622936011386,3.0,-3626.32095126683
29.643440401707903,3.0,-2631.76184857145
30.0,1.967650275475953,-255.7118069891708
30.000000000000004,2.094144153895674,-324.3759306157166
30.0,2.220638032315395,-412.00177648090744
29.88896069015236,2.0300950129744333,-306.148314789739
29.88896069015236,2.156588891394154,-379.3729285410918
29.88896069015236,2.283082769813875,-601.8597894999107
29.77792138030471,2.092539750472914,-378.25460996283215
29.77792138030471,2.2190336288926344,-605.9897749696913
29.66688207045707,2.154984487971394,-490.18206598994743
30.0,1.5477381378443826,-141.17039094086874
30.000000000000004,1.6877088503882396,-170.09386389432598
30.0,1.8276795629320963,-204.40736154382097
29.88064992377077,1.6142195026698485,-165.15794212512452
29.880649923770765,1.7541902152137046,-196.25135434110985
29.880649923770765,1.8941609277575613,-238.4735374257112
29.76129984754153,1.6807008674953132,-189.14549330938073
29.76129984754153,1.82067158003917,-229.74492106961887
29.641949771312294,1.7471822323207786,-221.5964651163391
29.329448588301357,2.6622176161151883,-4074.7248767159
29.43411252610354,2.7748117440767923,-5120.558757584001
29.53877646390572,2.8874058720383964,-2247.862948166541
29.2624816725543,2.7748117440767923,-8394.642093889077
29.367145610356484,2.8874058720383964,-4857.2005159853725
29.471809548158664,3.0,-1186.610178071292
29.19551475680724,2.8874058720383964,-13587.553466183934
29.300178694609425,3.0,-1683.1788775609311
29.12854784106019,3.0,-6476.229544309477
29.61044130645328,1.326620990103152,-123.2940704605944
29.740294204302188,1.245443321485728,-106.25242962494767
29.87014710215109,1.1642656528683035,-92.75296908542288
30.0,1.0830879842508794,-84.26753919968938
29.740294204302188,1.4003267060168958,-127.9029238375214
29.87014710215109,1.3191490373994714,-108.03102103474396
30.0,1.237971368782047,-99.47576180076565
29.87014710215109,1.474032421930639,-136.28609556494456
30.0,1.3928547533132147,-114.00280852808183
28.88021644412432,3.0,-26491.596360475367
28.631885047188447,3.0,-23519.114572880455
28.383553650252573,3.0,-1454.426006756169
29.04541882672481,2.801337566052634,-15841.738944903133
28.79708742978893,2.801337566052634,-19797.908641888604
28.54875603285306,2.801337566052634,-25168.89399202764
28.96228981238942,2.602675132105268,-6610.480303967097
28.713958415453547,2.602675132105268,-9754.27602699687
28.87916079805404,2.404012698157901,-4002.2870975852848
