X,Y,pressure_head_constrain
29.835743835758336,2.8158936293828054,-599.6720393859785
29.89049589050556,2.7739543626122467,-686.0067368681268
29.94524794525278,2.732015095841688,-823.0677970848934
30.0,2.6900758290711284,-960.1288573016415
29.89049589050556,2.877262419588537,-708.9136297700411
29.94524794525278,2.835323152817978,-898.7855269597778
30.0,2.793383886047419,-1085.3771867492208
29.94524794525278,2.9386312097942686,-627.1552884548968
30.0,2.896691943023709,-799.9431573801502
30.0,3.0,-514.5091280110771
29.88458018581348,2.650131889336326,-576.2703380531673
29.769160371626956,2.610187949601523,-359.2089624248912
29.653740557440432,2.57024400986672,-256.16797149228347
30.000000000000004,2.575761189625791,-685.0827023702454
29.88458018581348,2.535817249890988,-464.9326451633814
29.769160371626956,2.495873310156185,-297.95628359242227
30.0,2.461446550180453,-550.5726122679625
29.88458018581348,2.4215026104456503,-346.92381337911434
30.0,2.347131910735116,-404.3662743696446
29.77164269107486,2.877262419588537,-485.9710676352323
29.82639474582208,2.9386312097942686,-453.2473264148169
29.8811468005693,3.0,-372.60493993605803
29.707541546391383,2.9386312097942686,-169.1247134508127
29.7622936011386,3.0,-134.47415046935055
29.643440401707903,3.0,-125.04695956713306
30.0,1.967650275475953,-204.9963652909335
30.000000000000004,2.094144153895674,-250.7009304959634
30.0,2.220638032315395,-294.7815215836796
29.88896069015236,2.0300950129744333,-178.11305664385864
29.88896069015236,2.156588891394154,-221.8410718624119
29.88896069015236,2.283082769813875,-265.72871747405713
29.77792138030471,2.092539750472914,-165.85427763154757
29.77792138030471,2.2190336288926344,-212.88657166597264
29.66688207045707,2.154984487971394,-162.15017699603908
30.0,1.5477381378443826,-100.82944155056795
30.000000000000004,1.6877088503882396,-111.0124598075635
30.0,1.8276795629320963,-139.68974962651524
29.88064992377077,1.6142195026698485,-92.29219872145794
29.880649923770765,1.7541902152137046,-106.12830606150467
29.880649923770765,1.8941609277575613,-129.60854006062036
29.76129984754153,1.6807008674953132,-87.76719371635022
29.76129984754153,1.82067158003917,-105.98187008709368
29.641949771312294,1.7471822323207786,-90.50954974592524
29.329448588301357,2.6622176161151883,-172.6987526645802
29.43411252610354,2.7748117440767923,-227.42268426909033
29.53877646390572,2.8874058720383964,-247.9626136626685
29.2624816725543,2.7748117440767923,-171.13377353806808
29.367145610356484,2.8874058720383964,-204.24668034622545
29.471809548158664,3.0,-179.05949852917
29.19551475680724,2.8874058720383964,-141.50676994566106
29.300178694609425,3.0,-79.0718560958569
29.12854784106019,3.0,-63.44152409967151
29.61044130645328,1.326620990103152,-62.70565390318863
29.740294204302188,1.245443321485728,-64.55849348403758
29.87014710215109,1.1642656528683035,-66.1929765758799
30.0,1.0830879842508794,-67.94967975201827
29.740294204302188,1.4003267060168958,-70.33582597388788
29.87014710215109,1.3191490373994714,-72.05033057041902
30.0,1.237971368782047,-74.15026215687713
29.87014710215109,1.474032421930639,-82.00440800475126
30.0,1.3928547533132147,-82.62948929327484
28.88021644412432,3.0,-38.40450520048355
28.631885047188447,3.0,-52.83889184202414
28.383553650252573,3.0,-36.775123517273926
29.04541882672481,2.801337566052634,-127.42156591749821
28.79708742978893,2.801337566052634,-90.11685659127512
28.54875603285306,2.801337566052634,-64.06364069908544
28.96228981238942,2.602675132105268,-95.12082799588971
28.713958415453547,2.602675132105268,-68.81605370691466
28.87916079805404,2.404012698157901,-70.40130697083164
29.85515969038684,1.0039540942013976,-60.513116326515274
29.71031938077368,0.9248202041519158,-52.97380185372422
29.56547907116052,0.8456863141024339,-46.65392386759103
30.000000000000004,0.9117031115607382,-62.217360676658345
29.85515969038684,0.8325692215112563,-55.483889185853045
29.71031938077368,0.7534353314617745,-48.9964289942162
30.0,0.7403182388705971,-57.483247050787355
29.85515969038684,0.6611843488211152,-51.254333366342095
30.0,0.5689333661804559,-52.57848939522299
27.776629927702785,2.3897665184722667,-25.76393787878191
27.978937835219384,2.5931776789815117,-33.77136710312366
28.181245742735975,2.796588839490756,-43.27548339943015
27.619930688854403,2.5931776789815117,-25.99361105652788
27.822238596371,2.796588839490756,-33.16797060956707
28.024546503887592,3.0,-27.79323078007663
27.46323145000602,2.796588839490756,-24.282043587206047
27.66553935752261,3.0,-17.387892971244007
27.30653221115764,3.0,-13.984831131224817
29.625830969515015,0.3932767367494669,-42.0376087602005
29.75055397967668,0.2621844911663113,-42.263878824144655
29.87527698983834,0.1310922455831556,-43.92789928830272
30.0,0.0,-4.585607748367535
29.75055397967668,0.4518289465597966,-44.52356000669228
29.87527698983834,0.320736700976641,-45.06423964437994
30.0,0.1896444553934853,-46.93512862220466
29.87527698983834,0.5103811563701263,-48.15343644589367
30.0,0.3792889107869706,-49.25914681078106
29.54943107154681,0.2621844911663113,-38.536573790052714
29.47303117357859,0.1310922455831556,-35.478978039751354
29.39663127561038,0.0,-4.585607748367535
29.674154081708465,0.1310922455831556,-39.99529061725494
29.59775418374025,0.0,-4.585607748367535
29.798877091870125,0.0,-4.585607748367535
26.436383742782105,2.1783151794070656,-9.368927539789649
26.726433232240616,2.4522101196047106,-13.7302666366462
27.016482721699127,2.7261050598023555,-19.015636870073013
26.20211020124781,2.4522101196047106,-10.130999268423459
26.492159690706323,2.7261050598023555,-13.7950750057506
26.782209180164838,3.0,-8.186105644471299
25.96783665971352,2.7261050598023555,-9.857580069261815
26.25788614917203,3.0,-5.662528473867994
25.733563118179227,3.0,-5.482506607642756
6.887028973021197,12.507206126099335,-24.5664824560821
6.591352648680799,12.67147075073289,-25.2695338525877
6.295676324340399,12.835735375366443,-24.766233414356392
6.0,13.0,-22.79273811098438
6.645008137080469,12.254439406090771,-26.998357498131657
6.349331812740069,12.418704030724324,-26.20700055420201
6.05365548839967,12.582968655357876,-26.038536932637776
6.402987301139739,12.001672686082204,-20.47171501710124
6.10731097679934,12.165937310715758,-20.568248560989637
6.16096646519901,11.748905966073638,-15.3404718807388
7.787742412692878,12.006809770726178,-22.265217602486324
7.487504599468984,12.173608555850564,-23.924742470186487
7.1872667862450905,12.340407340974949,-24.72148595466525
7.526762231569355,11.801316156804294,-26.839359123117788
7.226524418345461,11.96811494192868,-27.78976937327624
6.926286605121567,12.134913727053064,-27.656973036301693
7.265782050445832,11.59582254288241,-22.024752581211224
6.965544237221938,11.762621328006794,-22.482585642097355
7.004801869322309,11.390328928960525,-17.120831662042317
13.244368302368327,8.012727228709146,-12.31468655083737
13.529068135391434,8.175435226280609,-13.964668844598192
13.813767968414538,8.33814322385207,-14.821047296582176
14.098467801437645,8.500851221423531,-13.661732420771255
13.22855740253736,8.342385633421761,-14.931210364315469
13.513257235560465,8.505093630993223,-16.82332063582705
13.797957068583568,8.667801628564684,-14.872049541843113
13.212746502706391,8.672044038134375,-17.453574464092515
13.497446335729494,8.834752035705836,-15.441430453025012
13.19693560287542,9.001702442846991,-14.972812069423906
12.348902043000676,8.480706309963399,-14.46368689819821
12.63157989629226,8.654371687591263,-16.464668949478703
12.91425774958384,8.828037065219126,-18.025550877733885
12.331069163438183,8.821322094732416,-16.298194362816346
12.613747016729764,8.994987472360279,-18.145401512126945
12.896424870021344,9.168652849988142,-14.666467758044277
12.313236283875687,9.161937879501432,-18.27534466576421
12.59591413716727,9.335603257129296,-16.12847431325734
12.295403404313197,9.502553664270447,-16.535825665127238
11.99489267145912,9.6695040714116,-17.210399657261096
11.694381938605044,9.836454478552753,-16.660715778783626
11.393871205750967,10.003404885693904,-15.768636416166549
12.010784826287406,9.319383855950598,-17.988086315940176
11.71027409343333,9.486334263091749,-17.403922546944827
11.409763360579252,9.6532846702329,-16.226035543481803
11.726166248261617,9.136214047630746,-16.048749871250344
11.425655515407538,9.303164454771895,-15.154946586011938
11.441547670235824,8.953044239310895,-13.883988504544583
8.689274610064299,11.50595854996428,-16.099785644884673
8.38876387760716,11.672908956884914,-18.15756667891796
8.088253145150018,11.839859363805544,-21.136950673255505
8.406488165494729,11.311659050194324,-18.734565431676263
8.105977433037587,11.478609457114956,-23.709207693961574
7.805466700580446,11.645559864035588,-26.02834227769934
8.123701720925155,11.117359550424366,-17.967979219257202
7.823190988468015,11.284309957344998,-21.192242516424066
7.840915276355584,10.92306005065441,-15.861285669859285
11.093360472896896,10.170355292835058,-14.138685674353066
10.79284974004282,10.33730569997621,-13.12963175537068
10.492339007188749,10.504256107117362,-11.726013408813904
11.105190245387789,9.811656208124774,-14.450419433656606
10.804679512533712,9.978606615265926,-12.510085593095981
10.504168779679638,10.14555702240708,-11.023754064097773
10.816509285024608,9.619907530555643,-12.405703958168532
10.515998552170531,9.786857937696794,-11.156074482832322
10.527828324661424,9.428158852986511,-11.020223415209125
9.590806808626525,11.00510732854082,-12.751990431158076
9.29029607577245,11.172057735681976,-13.649150490676465
8.989785342918374,11.339008142823127,-14.391618040008009
9.29721536120769,10.810083528110347,-11.5458341274603
8.996704628353616,10.977033935251502,-13.512885872416657
8.69619389549954,11.143984342392653,-15.662794120010334
9.003623913788857,10.615059727679874,-11.370692456771692
8.703113180934782,10.782010134821029,-13.045397825767452
8.710032466370025,10.4200359272494,-10.885727004238284
10.191828274334672,10.671206514258516,-12.097928303069711
9.891317541480598,10.838156921399667,-11.800902534829586
10.198954381654392,10.30788370254801,-9.918893834411417
9.898443648800315,10.474834109689162,-9.6229294846975
9.597932915946242,10.641784516830311,-10.191830365786647
9.905569756120036,10.111511297978655,-9.281824575540927
9.60505902326596,10.278461705119806,-9.294790305809723
9.61218513058568,9.9151388934093,-8.771152890549416
5.088712251440273,11.75470525812846,-12.32178188541807
5.392474834293516,12.169803505418972,-17.54618343548434
5.696237417146758,12.584901752709486,-24.49737339429287
4.8146204615671095,12.169803505418972,-17.05400852253484
5.118383044420352,12.584901752709484,-22.541646170192646
5.4221456272735935,13.0,-24.040150070197424
4.540528671693945,12.584901752709486,-25.32108626278186
4.844291254547187,13.0,-25.792489011481468
4.266436881820781,13.0,-26.893968006153784
28.768476486982088,0.0,-4.585607748367535
28.977861416524853,0.0,-4.585607748367535
29.187246346067614,0.0,-4.585607748367535
28.856176962512677,0.1722222046435803,-23.3112913039323
29.065561892055435,0.1722222046435803,-26.36864008792648
29.2749468215982,0.1722222046435803,-30.668026572663276
28.943877438043256,0.3444444092871606,-25.67342069722906
29.153262367586017,0.3444444092871606,-29.485042633475707
29.03157791357384,0.516666613930741,-28.054566322629846
28.3908025927634,0.555132681416955,-16.162882054348593
28.29269227006141,0.37008845427797,-15.071799801451888
28.194581947359424,0.185044227138985,-13.845474068465943
28.09647162465744,0.0,-4.585607748367535
