X,Y,theta,theta_constrain_inverted,theta_normal_inverted,pressure_head_constrain,pressure_head_normal
29.835743835758336,2.8158936293828054,0.316158872652442,0.19387792483485825,0.16508794662433932,-106888.7611550562,-1273237.512177718
29.89049589050556,2.7739543626122467,0.3166038852732294,0.19182268596577112,0.16760111466007166,-124503.5643943776,-990299.2223123617
29.94524794525278,2.732015095841688,0.3170565733202549,0.18919598776410596,0.17042528095025075,-151993.97942925847,-753802.9511342928
30.0,2.6900758290711284,0.3175171900934302,0.18665193950113776,0.1733162781437657,-185336.1875511858,-575677.6945172426
29.89049589050556,2.877262419588537,0.3155210213377211,0.17912706744035892,0.16422779136825105,-344088.22820891056,-1390290.4202305118
29.94524794525278,2.835323152817978,0.3159552348619689,0.17842758030474892,0.1668424472444317,-365418.8985179189,-1067424.620191674
30.0,2.793383886047419,0.3163967740740466,0.1779730026675777,0.16933118785877146,-380082.138903028,-836887.7653044912
29.94524794525278,2.9386312097942686,0.3148983747852217,0.16050130572247692,0.16348489546720907,-2059985.3923981609,-1501248.323713514
30.0,2.896691943023709,0.3153222726155364,0.16093629238392992,0.16608825462006283,-1965496.822917145,-1150896.289793399
30.0,3.0,0.3142902641648726,0.14728285283470074,0.16246855640620672,-10050877.974064078,-1669644.713337431
29.88458018581348,2.650131889336326,0.3179635054731664,0.19533277125835458,0.17155695524732587,-96122.1112291355,-677538.592317932
29.769160371626956,2.610187949601523,0.3184174948327585,0.20312021883804027,0.17051105953965287,-55764.74779418442,-747693.8748823917
29.653740557440432,2.57024400986672,0.318879410625405,0.209208922934635,0.1697366598075786,-37372.67542584538,-804944.3034151573
30.000000000000004,2.575761189625791,0.3188151274688529,0.19168982422691708,0.17807460750717038,-125750.70519473132,-376747.80942162627
29.88458018581348,2.535817249890988,0.3192840868849043,0.19920697450747507,0.1758674838868616,-72958.55763992784,-457286.08029145544
29.769160371626956,2.495873310156185,0.3197614764130192,0.20634854437148686,0.17506925661929038,-44985.42436611113,-491078.1076764008
30.0,2.461446550180453,0.3201799125615316,0.19618518479997243,0.1830078691380359,-90386.29033584034,-248525.81910037293
29.88458018581348,2.4215026104456503,0.3206737823195477,0.20344717864449247,0.18085243613198107,-54549.568757399975,-297238.6193307272
30.0,2.347131910735116,0.3216183429305912,0.2013456721125218,0.1874091649584812,-62918.56252241188,-174617.6385596247
29.77164269107486,2.877262419588537,0.3155210249044344,0.18382034451878068,0.1617289203811189,-232561.0301999632,-1805652.2456641167
29.82639474582208,2.9386312097942686,0.314898378267807,0.1665144353186802,0.16087875822501885,-1102856.4119103285,-1977708.6371880122
29.8811468005693,3.0,0.314290267566992,0.1592673134768567,0.1599895692941451,-2357245.009087876,-2177787.9341930994
29.707541546391383,2.9386312097942686,0.3148983817503926,0.14904937915271418,0.1575822092657657,-7970978.856819206,-2844810.0129843913
29.7622936011386,3.0,0.3142902709691119,0.13477408929628706,0.15639996765998238,-65914610.95886566,-3255075.233640962
29.643440401707903,3.0,0.3142902743712322,0.1464687381392493,0.15188921713152162,-11211368.43405547,-5569152.529987903
30.0,1.967650275475953,0.3270315663980662,0.2153887263302053,0.20000572217566584,-25409.669858031993,-69010.74090860147
30.000000000000004,2.094144153895674,0.3251048030096761,0.2105531652127492,0.19602814777371547,-34306.76242277743,-91413.23324895184
30.0,2.220638032315395,0.3233053910216605,0.20635656388505288,0.19194476562536536,-44961.761988171114,-123369.95260732458
