X,Y,theta,theta_constrain_inverted,theta_normal_inverted,pressure_head_constrain,pressure_head_normal
29.835743835758336,2.8158936293828054,0.3161588722929436,0.19281952157089144,0.1611544545649822,-115580.30827659222,-1919959.773022107
29.89049589050556,2.7739543626122467,0.316603884492698,0.19062965475859914,0.16373809139092813,-136224.3707276447,-1462343.4819570526
29.94524794525278,2.732015095841688,0.3170565721040682,0.18784085305398218,0.16664817119742448,-168821.78616913283,-1088252.0880864556
30.0,2.6900758290711284,0.3175171884262369,0.1851456851764255,0.1696443367361692,-208945.27591446586,-812094.5345285719
29.89049589050556,2.877262419588537,0.3155210275803102,0.1771554591134126,0.16015727629493423,-408159.85709482746,-2138362.0695071868
29.94524794525278,2.835323152817978,0.3159552408043561,0.17643997699793731,0.16287993729460964,-434668.5012583897,-1599034.3966049883
30.0,2.793383886047419,0.3163967797058208,0.1759838609489601,0.16545577738295372,-452582.61353490246,-1226616.758317744
29.94524794525278,2.9386312097942686,0.3148983873184765,0.1576191110029773,0.15932124856849192,-2832980.324256975,-2343280.749361915
30.0,2.896691943023709,0.3153222849591641,0.15809225997976994,0.16203265685141197,-2686128.7564760232,-1748338.0700392963
30.0,3.0,0.3142902826977064,0.14394784411084624,0.15821249296490952,-15887776.509352818,-2650197.101168803
29.88458018581348,2.650131889336326,0.3179635039277108,0.19431946745177792,0.1679182073683216,-103483.29313968954,-959947.3378412626
29.769160371626956,2.610187949601523,0.318417493413316,0.20258838403212548,0.16694637648946864,-57807.346027913634,-1056468.154008896
29.653740557440432,2.57024400986672,0.3188794093364644,0.20906601938892783,0.16625935523916208,-37716.44494805097,-1131330.6966136477
30.000000000000004,2.575761189625791,0.3188151263583758,0.19043623406924876,0.17466823935539763,-138239.81709799095,-509114.5708549382
29.88458018581348,2.535817249890988,0.3192840859124891,0.19839090651092287,0.17246890627070594,-77257.89270853966,-622400.1370140091
29.769160371626956,2.495873310156185,0.3197614755837109,0.20598058354908624,0.17175751211506243,-46086.431193365206,-664953.9475322564
30.0,2.461446550180453,0.3201799120669428,0.19515651280944774,0.17990503597495136,-97358.85889713732,-322001.2707948232
29.88458018581348,2.4215026104456503,0.3206737819820421,0.2028593783254527,0.17773715170925436,-56756.16561733474,-387951.4143197485
30.0,2.347131910735116,0.3216183431203302,0.2005970518298246,0.18457347922836276,-66243.55151492236,-218791.53096923235
29.77164269107486,2.877262419588537,0.315521028671735,0.18208247312439238,0.15765054989707258,-268239.07657186827,-2822945.7525562206
29.82639474582208,2.9386312097942686,0.3148983883841582,0.163869867491407,0.1566629794651363,-1442547.420203996,-3158313.864023894
29.8811468005693,3.0,0.3142902837387655,0.15631264216910262,0.15568683869597522,-3287940.102124315,-3534750.7230485943
29.707541546391383,2.9386312097942686,0.3148983894498398,0.14570989188400654,0.1533443664936951,-12431164.43099684,-4663835.780465247
29.7622936011386,3.0,0.3142902847798247,0.13111422612718082,0.15198685375850302,-126383062.71421184,-5502538.93468107
29.643440401707903,3.0,0.3142902858208838,0.1430507944746788,0.14748149735437147,-18057284.81449444,-9788753.80944803
30.0,1.967650275475953,0.3270315664100072,0.21538846844230405,0.1980095469281683,-25410.068794794963,-79364.74450245377
30.000000000000004,2.094144153895674,0.3251048030890491,0.21028726012086077,0.19378728146689445,-34889.94060627481,-107603.43999998597
30.0,2.220638032315395,0.3233053911598039,0.20588130953645636,0.18940148873371776,-46388.67556671893,-149611.66303845894
29.88896069015236,2.0300950129744333,0.3260634331990981,0.21703755570514593,0.19489959615156763,-22997.93319155152,-99193.92813745704
29.88896069015236,2.156588891394154,0.3242015894036453,0.21199198829294605,0.19073884213093312,-31336.191107765597,-135101.3233563418
29.88896069015236,2.283082769813875,0.3224593535491548,0.2080182344598463,0.18477387460431258,-40349.110565664065,-215284.70764080912
29.77792138030471,2.092539750472914,0.3251284093025391,0.21809001685345172,0.19112912133850507,-21594.168663739034,-131171.8607479632
29.77792138030471,2.2190336288926344,0.3233274817682822,0.21308235400108125,0.18542618601086122,-29278.331885559684,-204302.30014653783
29.66688207045707,2.154984487971394,0.3242244237416005,0.21875963641582294,0.18656138530535749,-20751.550112586523,-186667.08670718418
30.0,1.5477381378443826,0.3346036832901589,0.22923416685490763,0.21016807032611706,-11422.666559899231,-35154.97849795326
30.000000000000004,1.6877088503882396,0.3318451523975776,0.226674570966659,0.20619451406289205,-13160.722202595574,-45442.65061836502
30.0,1.8276795629320963,0.3293340310311341,0.22216356791456413,0.20225687333822825,-17003.825103429568,-59123.337212326995
29.88064992377077,1.6142195026698485,0.3332597542169491,0.23098701486155393,0.20717814957297148,-10382.261577098008,-42610.536524601564
29.880649923770765,1.7541902152137046,0.3306242079217336,0.22761308807049654,0.2032788117370333,-12490.865621691548,-55171.539196301375
29.880649923770765,1.8941609277575613,0.3282164522393352,0.22304282597503625,0.19930423234146058,-16164.569205500613,-72464.46191360436
29.76129984754153,1.6807008674953132,0.33197701630678,0.23201484087425628,0.20428590092174473,-9822.248701908902,-51566.99291125225
29.76129984754153,1.82067158003917,0.3294545102436388,0.22778928403320658,0.2002493654300521,-12369.453990260401,-67855.0494277154
29.641949771312294,1.7471822323207786,0.3307504226210796,0.2317213926469506,0.2011580364584566,-9978.570552120718,-63733.856830041295
29.329448588301357,2.6622176161151883,0.3178276650030025,0.21743426339556896,0.15521766815104593,-22457.028464961306,-3733557.741049848
29.43411252610354,2.7748117440767923,0.3165947102352668,0.21197800053732085,0.15223020971079293,-31363.632530638333,-5340393.637770361
29.53877646390572,2.8874058720383964,0.3154170838571551,0.19204532373293934,0.14913954730709408,-122444.95007475239,-7878674.956617125
29.2624816725543,2.7748117440767923,0.3165947098157928,0.2180148622625582,0.14824821121952095,-21691.131673635067,-8847076.261900403
29.367145610356484,2.8874058720383964,0.3154170834561335,0.20074078609444984,0.14481070068759255,-65590.03596403361,-14075313.697189698
29.471809548158664,3.0,0.3142902854368425,0.1613574521381341,0.14114375797295028,-1878657.2023879574,-23879257.24573441
29.19551475680724,2.8874058720383964,0.3154170830551119,0.16987589769601064,0.14094836476334582,-794294.877698841,-24587297.117484026
29.300178694609425,3.0,0.3142902850528013,0.11907005891691172,0.13640960957074388,-1781954340.579653,-50123522.94987688
29.12854784106019,3.0,0.31429028466876,0.10700855134947862,0.13256864341057154,-106618445529.0785,-96925786.45141034
29.61044130645328,1.326620990103152,0.3395936451187474,0.2401933047564301,0.21363624954470703,-6405.98886894141,-28291.80225696519
29.740294204302188,1.245443321485728,0.3416667977081731,0.23937609388579478,0.2167366660324384,-6678.420686986539,-23418.024935357334
29.87014710215109,1.1642656528683035,0.3438987365082079,0.23866955842970164,0.21933236848417634,-6924.552140794684,-20060.27511910301
30.0,1.0830879842508794,0.3463140501665063,0.2379323483904447,0.2212717642931569,-7192.367030547083,-17905.756608941832
29.740294204302188,1.4003267060168958,0.3378319620893805,0.23727261923598736,0.2124632666322723,-7442.000768523677,-30427.308302398418
29.87014710215109,1.3191490373994714,0.3397783926617095,0.23653489638385244,0.21581686737711597,-7732.824929924714,-24757.023885467122
30.0,1.237971368782047,0.3418652630051939,0.23578658807352595,0.21754743696798445,-8041.02440873935,-22305.36659761822
29.87014710215109,1.474032421930639,0.3361721627314462,0.23374419592996123,0.21109113576761238,-8955.386065766175,-33160.29600451546
30.0,1.3928547533132147,0.3380057208880305,0.23332185460273858,0.21442588268026525,-9158.814509788135,-26949.731765603723
28.88021644412432,3.0,0.3142902855779748,0.11078777577786274,0.12862302607796863,-23048155554.40639,-203661480.81364673
28.631885047188447,3.0,0.3142902864871896,0.12886696548561904,0.12640158590223474,-194104718.6219939,-320103570.8611182
28.383553650252573,3.0,0.3142902873964044,0.1448689315326695,0.12682893522200916,-13961685.789857078,-292817444.4042077
29.04541882672481,2.801337566052634,0.3163124671213917,0.22557644571008098,0.14136579237263885,-13996.64045644299,-23102518.14071943
28.79708742978893,2.801337566052634,0.3163124681038641,0.23478782204966137,0.13843365935530816,-8474.259069445328,-36184259.887908585
28.54875603285306,2.801337566052634,0.3163124690863365,0.245986313240433,0.13798742164972863,-4798.672814388443,-38833425.46486975
28.96228981238942,2.602675132105268,0.3185037565025586,0.23289099760586687,0.15001154524223026,-9371.747288277576,-7045760.680044857
28.713958415453547,2.602675132105268,0.3185037575702623,0.2422930966398608,0.14798472960050413,-5761.80242386963,-9158618.6088601
28.87916079805404,2.404012698157901,0.3208929390084018,0.24067414799415318,0.16030044905445298,-6251.575121272245,-2105341.851923833
29.85515969038684,1.0039540942013976,0.3488742465208864,0.24086650179684355,0.22295544733991177,-6190.986642873174,-16245.84079877881
29.71031938077368,0.9248202041519158,0.3516735675209695,0.24435379405049754,0.2249973366200679,-5199.964888972613,-14461.554588526713
29.56547907116052,0.8456863141024339,0.3547579100932868,0.24777426953929027,0.22680547924749356,-4398.8311100412,-13064.893861043354
30.000000000000004,0.9117031115607382,0.3521637029384666,0.2401818539122783,0.22414031779118246,-6409.71831868421,-15181.982567454654
29.85515969038684,0.8325692215112563,0.3553006394663562,0.24311293611522622,0.22577665319474316,-5530.436060501579,-13839.862718852068
29.71031938077368,0.7534353314617745,0.3587944759631125,0.24630096313771124,0.2277305678794711,-4725.421189092513,-12409.764718057568
30.0,0.7403182388705971,0.3594136191815188,0.24219019384558552,0.22649497015808157,-5791.608284973449,-13293.490988550475
29.85515969038684,0.6611843488211152,0.3634331130169312,0.24519024929483643,0.22833637098479984,-4989.803590126493,-12000.894585093003
30.0,0.5689333661804559,0.3688690510724381,0.24450955923158282,0.22853616680754157,-5160.081477701901,-11869.405775589956
27.776629927702785,2.3897665184722667,0.3210727853774029,0.2765234542367488,0.16456822866618873,-1225.7341461116096,-1342565.2136453968
27.978937835219384,2.5931776789815117,0.3186132157878448,0.2678242593271628,0.15124443215286934,-1764.962693147537,-6032669.683930773
28.181245742735975,2.796588839490756,0.3163627736071633,0.2595306953344194,0.1395125007604907,-2541.420245959658,-30583327.745704554
27.619930688854403,2.5931776789815117,0.3186132159190232,0.2796628174126324,0.15140132064418566,-1079.1015837817358,-5915995.944004849
27.822238596371,2.796588839490756,0.3163627737276029,0.2495870789567568,0.13497156372184202,-4031.464873439124,-63737080.7432124
28.024546503887592,3.0,0.3142902875076498,0.13418999526336808,0.12137140586680036,-72864260.87436964,-996129699.4978082
27.46323145000602,2.796588839490756,0.3163627738480427,0.22799119418000313,0.13217391646337198,-12231.961499302568,-104069600.78819293
27.66553935752261,3.0,0.3142902876188953,0.11147499704969752,0.11887647091161264,-17980885229.078735,-1875200409.6957645
27.30653221115764,3.0,0.3142902877301408,0.11519393307519661,0.11757886952050679,-5312801615.212094,-2663621673.3482194
29.625830969515015,0.3932767367494669,0.382690004355486,0.25039375236389727,0.2326495682895962,-3879.247099613789,-9493.508133853
29.75055397967668,0.2621844911663113,0.385,0.25020453046801616,0.23295552048473656,-3914.360634894103,-9339.506029431752
29.87527698983834,0.1310922455831556,0.385,0.2492307169188538,0.23247757637139502,-4100.852421272835,-9581.3408414609
30.0,0.0,0.385,0.0901,0.0997665122051033,-1.137174722561763e+28,-7361665403086.062
29.75055397967668,0.4518289465597966,0.3774165435097406,0.24878419429966692,0.23120779679020662,-4189.7095569152425,-10258.9868391044
29.87527698983834,0.320736700976641,0.385,0.2484789029933822,0.23141199683996533,-4251.715263640348,-10146.442570474584
30.0,0.1896444553934853,0.385,0.24740898086522822,0.23113325911876675,-4477.357779949942,-10300.419276092394
29.87527698983834,0.5103811563701263,0.3728649689450357,0.2467478297694125,0.22965804742614568,-4623.5522856791,-11160.664518723572
30.0,0.3792889107869706,0.384081885244109,0.24622193997872402,0.23002170030903893,-4743.698416412469,-10941.297400744203
29.54943107154681,0.2621844911663113,0.385,0.2527181461721952,0.23409241609376039,-3475.751069871463,-8791.498286405627
29.47303117357859,0.1310922455831556,0.385,0.25530690866958156,0.2359856431171708,-3081.202869028375,-7957.706261752959
29.39663127561038,0.0,0.385,0.0901,0.0997665122051033,-1.137174722561763e+28,-7361665403086.062
29.674154081708465,0.1310922455831556,0.385,0.25172247698564804,0.23435569815610868,-3642.4766933495785,-8669.83688549356
29.59775418374025,0.0,0.385,0.0901,0.0997665122051033,-1.137174722561763e+28,-7361665403086.062
29.798877091870125,0.0,0.385,0.0901,0.0997665122051033,-1.137174722561763e+28,-7361665403086.062
26.436383742782105,2.1783151794070656,0.3238942522454873,0.3168010624809049,0.19009431888619555,-275.55980174882876,-141885.63529169903
26.726433232240616,2.4522101196047106,0.3202932999082385,0.30574832329320645,0.16612791321513204,-403.5030498026307,-1146327.4284930602
27.016482721699127,2.7261050598023555,0.3171209919285139,0.29512190265687666,0.14225783843498002,-593.3248929882819,-20257206.2479163
26.20211020124781,2.4522101196047106,0.3202933029405138,0.317706982959599,0.16998365576038862,-267.3007056747475,-786162.4744641918
26.492159690706323,2.7261050598023555,0.3171209946185597,0.3083285343942419,0.13851815247805838,-368.49709804462185,-35706006.63473532
26.782209180164838,3.0,0.3142902901441236,0.09447754843307217,0.11346231411235493,-2834432949636184.0,-9149413754.343863
25.96783665971352,2.7261050598023555,0.3171209973086056,0.32094460825151805,0.13758077065826604,-239.99098429229062,-41439930.142382495
26.25788614917203,3.0,0.3142902925581066,0.0901,0.10971390646150007,-1.137174722561763e+28,-34552414961.98231
25.733563118179227,3.0,0.3142902949720898,0.09405441132645988,0.11289697948227438,-6047406090225680.0,-11021816850.48906
6.887028973021197,12.507206126099335,0.2760310191644547,0.0901,0.0901,-1.137174722561763e+28,-1.137174722561763e+28
6.591352648680799,12.67147075073289,0.2757133101903559,0.0901,0.0901,-1.137174722561763e+28,-1.137174722561763e+28
6.295676324340399,12.835735375366443,0.2754002255042292,0.0901,0.0901,-1.137174722561763e+28,-1.137174722561763e+28
6.0,13.0,0.2750916398978662,0.0901,0.0901,-1.137174722561763e+28,-1.137174722561763e+28
6.645008137080469,12.254439406090771,0.2765292404142155,0.27520932283389826,0.12043304656749287,-1293.707282760256,-1256006392.6955402
6.349331812740069,12.418704030724324,0.2762041590332321,0.27930734093006415,0.11396551469834625,-1094.666272267426,-7781131688.102454
6.05365548839967,12.582968655357876,0.2758839048418069,0.28245315565834994,0.11007130560146529,-965.2586714563205,-30124097273.146187
6.402987301139739,12.001672686082204,0.2770392224097258,0.2764734393152221,0.16222040931448084,-1228.2459977043693,-1713939.7554591564
6.10731097679934,12.165937310715758,0.2767064395295371,0.2802359108224408,0.15310397332867298,-1054.5325899860666,-4801185.9947933685
