X,Y,pressure_head_normal
29.835743835758336,2.8158936293828054,-3442.0144089444448
29.89049589050556,2.7739543626122467,-2854.541883500727
29.94524794525278,2.732015095841688,-2362.2325721377642
30.0,2.6900758290711284,-2065.9967185513374
29.89049589050556,2.877262419588537,-3737.6829595216486
29.94524794525278,2.835323152817978,-2919.295348186233
30.0,2.793383886047419,-2578.711722008019
29.94524794525278,2.9386312097942686,-4047.4658978820603
30.0,2.896691943023709,-3205.9457858259657
30.0,3.0,-3055.2782991124077
29.88458018581348,2.650131889336326,-2107.6654524634314
29.769160371626956,2.610187949601523,-2335.1353684486257
29.653740557440432,2.57024400986672,-2376.559783755734
30.000000000000004,2.575761189625791,-1475.4247668018506
29.88458018581348,2.535817249890988,-1567.2218046073924
29.769160371626956,2.495873310156185,-1732.3460094203472
30.0,2.461446550180453,-909.6120365265834
29.88458018581348,2.4215026104456503,-1226.960332267678
30.0,2.347131910735116,-692.474266471495
29.77164269107486,2.877262419588537,-4510.022520633111
29.82639474582208,2.9386312097942686,-4863.137406927342
29.8811468005693,3.0,-4305.115681621126
29.707541546391383,2.9386312097942686,-4899.1681830857015
29.7622936011386,3.0,-5138.234558407113
29.643440401707903,3.0,-3730.493865441739
30.0,1.967650275475953,-316.0053239742821
30.000000000000004,2.094144153895674,-405.7234693777706
30.0,2.220638032315395,-517.412125406524
29.88896069015236,2.0300950129744333,-384.92609811964127
29.88896069015236,2.156588891394154,-479.92837834392594
29.88896069015236,2.283082769813875,-787.4939601389719
29.77792138030471,2.092539750472914,-485.14390364750096
29.77792138030471,2.2190336288926344,-803.7945681172921
29.66688207045707,2.154984487971394,-643.2223568084855
30.0,1.5477381378443826,-170.88885436304585
30.000000000000004,1.6877088503882396,-207.24590641675064
30.0,1.8276795629320963,-249.99994108625165
29.88064992377077,1.6142195026698485,-203.52555143496787
29.880649923770765,1.7541902152137046,-242.45792818986195
29.880649923770765,1.8941609277575613,-296.6781830536132
29.76129984754153,1.6807008674953132,-236.16224850689056
29.76129984754153,1.82067158003917,-288.40848146002054
29.641949771312294,1.7471822323207786,-281.04490313001276
29.329448588301357,2.6622176161151883,-6276.285419245216
29.43411252610354,2.7748117440767923,-7923.363501151592
29.53877646390572,2.8874058720383964,-3239.6297862900137
29.2624816725543,2.7748117440767923,-14309.432699039942
29.367145610356484,2.8874058720383964,-7562.854973626658
29.471809548158664,3.0,-1695.793313873853
29.19551475680724,2.8874058720383964,-24331.252581271983
29.300178694609425,3.0,-2620.6535868458627
29.12854784106019,3.0,-11805.671670122641
29.61044130645328,1.326620990103152,-152.7500021308108
29.740294204302188,1.245443321485728,-129.7438855558941
29.87014710215109,1.1642656528683035,-111.49965909214123
30.0,1.0830879842508794,-100.43263116794573
29.740294204302188,1.4003267060168958,-157.2127856231934
29.87014710215109,1.3191490373994714,-130.56504688065365
30.0,1.237971368782047,-118.967501651693
29.87014710215109,1.474032421930639,-166.60785154547517
30.0,1.3928547533132147,-136.67563217325807
28.88021644412432,3.0,-53987.47560398846
28.631885047188447,3.0,-47929.75944010598
28.383553650252573,3.0,-2967.9249963130787
29.04541882672481,2.801337566052634,-28852.10430858545
28.79708742978893,2.801337566052634,-37600.03572770202
28.54875603285306,2.801337566052634,-51245.458500077555
28.96228981238942,2.602675132105268,-11116.099078943313
28.713958415453547,2.602675132105268,-17906.971906570412
28.87916079805404,2.404012698157901,-6700.4708844465595
