X,Y,pressure_head_normal
29.835743835758336,2.8158936293828054,-20453.24317941386
29.89049589050556,2.7739543626122467,-15917.852956676954
29.94524794525278,2.732015095841688,-12372.738850955742
30.0,2.6900758290711284,-10677.222587834736
29.89049589050556,2.877262419588537,-23525.00226730608
29.94524794525278,2.835323152817978,-16127.629830359549
30.0,2.793383886047419,-13918.712783841656
29.94524794525278,2.9386312097942686,-26462.33699012264
30.0,2.896691943023709,-18769.257241533393
30.0,3.0,-20277.066827219474
29.88458018581348,2.650131889336326,-10512.30667465388
29.769160371626956,2.610187949601523,-12190.195917728845
29.653740557440432,2.57024400986672,-12024.919808248538
30.000000000000004,2.575761189625791,-6909.046042185799
29.88458018581348,2.535817249890988,-6939.923794246073
29.769160371626956,2.495873310156185,-7956.799916305287
30.0,2.461446550180453,-3299.7240427132683
29.88458018581348,2.4215026104456503,-5215.407786313297
30.0,2.347131910735116,-2302.509049749767
29.77164269107486,2.877262419588537,-30079.110579500128
29.82639474582208,2.9386312097942686,-33862.86468694137
29.8811468005693,3.0,-30721.395240356695
29.707541546391383,2.9386312097942686,-34636.45351685903
29.7622936011386,3.0,-37223.61014347378
29.643440401707903,3.0,-26963.86123023299
30.0,1.967650275475953,-801.9155426832272
30.000000000000004,2.094144153895674,-1116.9852504972039
30.0,2.220638032315395,-1550.0203203757933
29.88896069015236,2.0300950129744333,-1032.0448436288502
29.88896069015236,2.156588891394154,-1375.4864399239539
29.88896069015236,2.283082769813875,-2941.3377115283874
29.77792138030471,2.092539750472914,-1378.1651376425402
29.77792138030471,2.2190336288926344,-3041.587866230261
29.66688207045707,2.154984487971394,-1977.4125241346705
30.0,1.5477381378443826,-361.9699122392371
30.000000000000004,1.6877088503882396,-463.50498442555926
30.0,1.8276795629320963,-591.5098939733448
29.88064992377077,1.6142195026698485,-443.10449941262414
29.880649923770765,1.7541902152137046,-555.2959122657327
29.880649923770765,1.8941609277575613,-726.9877387026074
29.76129984754153,1.6807008674953132,-524.2390865860127
29.76129984754153,1.82067158003917,-683.5119450041923
29.641949771312294,1.7471822323207786,-640.6419088974284
29.329448588301357,2.6622176161151883,-44445.63066638632
29.43411252610354,2.7748117440767923,-64788.11181799778
29.53877646390572,2.8874058720383964,-21271.6977004597
29.2624816725543,2.7748117440767923,-158262.20045391095
29.367145610356484,2.8874058720383964,-64231.28089979265
29.471809548158664,3.0,-11698.724800401873
29.19551475680724,2.8874058720383964,-311070.66512289573
29.300178694609425,3.0,-22255.18862835854
29.12854784106019,3.0,-156903.45320627256
29.61044130645328,1.326620990103152,-288.45263603093014
29.740294204302188,1.245443321485728,-240.61730752077733
29.87014710215109,1.1642656528683035,-202.80976054042463
30.0,1.0830879842508794,-179.3529798556273
29.740294204302188,1.4003267060168958,-307.6883760559688
29.87014710215109,1.3191490373994714,-248.46510737641168
30.0,1.237971368782047,-224.65441159690081
29.87014710215109,1.474032421930639,-340.9983778899216
30.0,1.3928547533132147,-270.02172941672745
28.88021644412432,3.0,-898569.6269374752
28.631885047188447,3.0,-797743.340256204
28.383553650252573,3.0,-19854.927992642362
29.04541882672481,2.801337566052634,-373068.4897867014
28.79708742978893,2.801337566052634,-424901.9177913856
28.54875603285306,2.801337566052634,-495486.02122126555
28.96228981238942,2.602675132105268,-77259.74199938923
28.713958415453547,2.602675132105268,-124123.09670302457
28.87916079805404,2.404012698157901,-36221.69821615343
29.85515969038684,1.0039540942013976,-162.80804069513584
29.71031938077368,0.9248202041519158,-144.8000711577259
29.56547907116052,0.8456863141024339,-131.63161362399987
30.000000000000004,0.9117031115607382,-152.19034593655067
29.85515969038684,0.8325692215112563,-138.66366346606728
29.71031938077368,0.7534353314617745,-124.38997491962566
30.0,0.7403182388705971,-132.97715091693527
29.85515969038684,0.6611843488211152,-120.30559675323241
30.0,0.5689333661804559,-118.84888635128488
27.776629927702785,2.3897665184722667,-16504.868527403196
27.978937835219384,2.5931776789815117,-70988.48784710739
28.181245742735975,2.796588839490756,-559136.0291046659
27.619930688854403,2.5931776789815117,-86078.08457863469
27.822238596371,2.796588839490756,-3121220.2239239197
28.024546503887592,3.0,-354324.47476282134
27.46323145000602,2.796588839490756,-35075.52292673678
27.66553935752261,3.0,-4474997.62293795
27.30653221115764,3.0,-15326071.309056897
29.625830969515015,0.3932767367494669,-95.00828884412986
29.75055397967668,0.2621844911663113,-93.49626526163864
29.87527698983834,0.1310922455831556,-96.39664019386677
30.0,0.0,-6.42174115429477
29.75055397967668,0.4518289465597966,-102.81421062777613
29.87527698983834,0.320736700976641,-101.53645443167892
30.0,0.1896444553934853,-103.19064211355195
29.87527698983834,0.5103811563701263,-111.68789219538057
30.0,0.3792889107869706,-109.54791405121145
29.54943107154681,0.2621844911663113,-88.07625844853287
29.47303117357859,0.1310922455831556,-79.76287933722529
29.39663127561038,0.0,-6.42174115429477
29.674154081708465,0.1310922455831556,-86.87852399331244
29.59775418374025,0.0,-6.42174115429477
29.798877091870125,0.0,-6.42174115429477
26.436383742782105,2.1783151794070656,-1612.9953087406484
26.726433232240616,2.4522101196047106,-23551.62138216564
27.016482721699127,2.7261050598023555,-1203955.035239778
