X,Y,pressure_head_constrain
29.835743835758336,2.8158936293828054,-170.84357749143322
29.89049589050556,2.7739543626122467,-195.4612792614747
29.94524794525278,2.732015095841688,-232.4264868699517
30.0,2.6900758290711284,-269.3916944784241
29.89049589050556,2.877262419588537,-196.29210751235942
29.94524794525278,2.835323152817978,-246.71166777528512
30.0,2.793383886047419,-296.2656744704562
29.94524794525278,2.9386312097942686,-172.50474500917758
30.0,2.896691943023709,-218.41635666612126
30.0,3.0,-140.5670388617857
29.88458018581348,2.650131889336326,-170.726491487238
29.769160371626956,2.610187949601523,-108.85616191128736
29.653740557440432,2.57024400986672,-77.61035156942276
30.000000000000004,2.575761189625791,-204.5486765918393
29.88458018581348,2.535817249890988,-141.68729069047492
29.769160371626956,2.495873310156185,-93.10582971163362
30.0,2.461446550180453,-169.095421785714
29.88458018581348,2.4215026104456503,-110.55655133790295
30.0,2.347131910735116,-130.35080195718865
29.77164269107486,2.877262419588537,-137.11414672970727
29.82639474582208,2.9386312097942686,-127.4273432255399
29.8811468005693,3.0,-104.66350370512235
29.707541546391383,2.9386312097942686,-48.92974733798398
29.7622936011386,3.0,-38.61968460270853
29.643440401707903,3.0,-35.98275547980365
30.0,1.967650275475953,-73.72854244922607
30.000000000000004,2.094144153895674,-88.36215746545797
30.0,2.220638032315395,-100.65120676184087
29.88896069015236,2.0300950129744333,-63.52122048267334
29.88896069015236,2.156588891394154,-76.43628501690597
29.88896069015236,2.283082769813875,-88.48990682853182
29.77792138030471,2.092539750472914,-57.70287000409362
29.77792138030471,2.2190336288926344,-71.72518147787707
29.66688207045707,2.154984487971394,-54.85915056045664
30.0,1.5477381378443826,-40.032375338038854
30.000000000000004,1.6877088503882396,-43.470479807825896
30.0,1.8276795629320963,-52.93817513982315
29.88064992377077,1.6142195026698485,-36.14597980943178
29.880649923770765,1.7541902152137046,-40.56722205089599
29.880649923770765,1.8941609277575613,-47.932246620368446
29.76129984754153,1.6807008674953132,-33.575638345864334
29.76129984754153,1.82067158003917,-39.19302386781716
29.641949771312294,1.7471822323207786,-33.50854621905694
29.329448588301357,2.6622176161151883,-50.50047515346553
29.43411252610354,2.7748117440767923,-65.76825855014748
29.53877646390572,2.8874058720383964,-71.26563972349592
29.2624816725543,2.7748117440767923,-49.030415067828244
29.367145610356484,2.8874058720383964,-58.39179214701393
29.471809548158664,3.0,-51.31078631379124
29.19551475680724,2.8874058720383964,-40.17323184600082
29.300178694609425,3.0,-22.75940679753107
29.12854784106019,3.0,-18.207752135384347
29.61044130645328,1.326620990103152,-24.82105607569912
29.740294204302188,1.245443321485728,-26.077327017579673
29.87014710215109,1.1642656528683035,-27.3556041435831
30.0,1.0830879842508794,-28.66224249137319
29.740294204302188,1.4003267060168958,-27.979427718473005
29.87014710215109,1.3191490373994714,-29.22817221156457
30.0,1.237971368782047,-30.73567510051746
29.87014710215109,1.474032421930639,-32.60690975320751
30.0,1.3928547533132147,-33.6564831540861
28.88021644412432,3.0,-10.37067768586915
28.631885047188447,3.0,-13.939926346598007
28.383553650252573,3.0,-8.907253386891144
29.04541882672481,2.801337566052634,-35.47803260481189
28.79708742978893,2.801337566052634,-24.1117093149823
28.54875603285306,2.801337566052634,-16.302975499154062
28.96228981238942,2.602675132105268,-26.68136600141429
28.713958415453547,2.602675132105268,-18.36684618096956
28.87916079805404,2.404012698157901,-19.939853009974264
29.85515969038684,1.0039540942013976,-25.37141598092881
29.71031938077368,0.9248202041519158,-22.177950718443135
29.56547907116052,0.8456863141024339,-19.494362240416518
30.000000000000004,0.9117031115607382,-26.62424103292905
29.85515969038684,0.8325692215112563,-23.668640530010645
29.71031938077368,0.7534353314617745,-20.811736616458855
30.0,0.7403182388705971,-24.799126992658906
29.85515969038684,0.6611843488211152,-22.040638021524767
30.0,0.5689333661804559,-22.87376058605562
27.776629927702785,2.3897665184722667,-6.618787426839808
27.978937835219384,2.5931776789815117,-8.17348318562747
28.181245742735975,2.796588839490756,-10.191357539518586
27.619930688854403,2.5931776789815117,-6.201057134013302
27.822238596371,2.796588839490756,-7.505416053276631
28.024546503887592,3.0,-6.4575250593736735
27.46323145000602,2.796588839490756,-5.5080273199463
27.66553935752261,3.0,-4.071242030180989
27.30653221115764,3.0,-3.360288488285956
29.625830969515015,0.3932767367494669,-18.069892444164154
29.75055397967668,0.2621844911663113,-18.354517540733198
29.87527698983834,0.1310922455831556,-19.23815702410677
30.0,0.0,-2.5673825114868576
29.75055397967668,0.4518289465597966,-19.226870141292387
29.87527698983834,0.320736700976641,-19.65371745245544
30.0,0.1896444553934853,-20.614565913592855
29.87527698983834,0.5103811563701263,-20.898566735597555
30.0,0.3792889107869706,-21.54073093385702
29.54943107154681,0.2621844911663113,-16.573166867645526
29.47303117357859,0.1310922455831556,-15.274064848054724
29.39663127561038,0.0,-2.5673825114868576
29.674154081708465,0.1310922455831556,-17.376135247128445
29.59775418374025,0.0,-2.5673825114868576
29.798877091870125,0.0,-2.5673825114868576
26.436383742782105,2.1783151794070656,-3.01215839845419
26.726433232240616,2.4522101196047106,-3.7102948688642146
27.016482721699127,2.7261050598023555,-4.517848847155372
