RRMSE,RRMSE_normal
9.537089841449111,20.058507702129496
14.628362660161134,19.006025956020004
15.852132283872255,19.00475477919165
15.181525211779192,19.372080271189283
13.939312314652524,20.41747267851262
13.154541783296041,21.865210320984474
13.461449692586868,23.326859658492445
14.550138624555087,24.285773073392356
15.766713117813422,24.526855448902392
16.369616482649228,24.032722675570923
15.996948929757727,22.9366309355873
