TITLE = "HYDROGEOCHEM FLOW VELOCITY PLOT"
VARIABLES = "X","Y","Vel-X","Vel-Y"
ZONE T="       0", N=       82, E=       40, F=FEPOINT, ET=QUADRILATERAL, SOLUTIONTIME=  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.2450667E+02
  5.0000000E+01  0.0000000E+00  0.0000000E+00  1.2450667E+02
  0.0000000E+00  5.0000000E+00  0.0000000E+00  3.2356667E+01
  5.0000000E+01  5.0000000E+00  0.0000000E+00  3.2356667E+01
  0.0000000E+00  1.0000000E+01  0.0000000E+00 -3.0000000E-01
  5.0000000E+01  1.0000000E+01  0.0000000E+00 -3.0000000E-01
  0.0000000E+00  1.5000000E+01  0.0000000E+00 -3.0000000E-01
  5.0000000E+01  1.5000000E+01  0.0000000E+00 -3.0000000E-01
  0.0000000E+00  2.0000000E+01  0.0000000E+00 -3.0000000E-01
  5.0000000E+01  2.0000000E+01  0.0000000E+00 -3.0000000E-01
  0.0000000E+00  2.5000000E+01  0.0000000E+00 -3.0000000E-01
  5.0000000E+01  2.5000000E+01  0.0000000E+00 -3.0000000E-01
  0.0000000E+00  3.0000000E+01  0.0000000E+00 -3.0000000E-01
  5.0000000E+01  3.0000000E+01  0.0000000E+00 -3.0000000E-01
  0.0000000E+00  3.5000000E+01  0.0000000E+00 -3.0000000E-01
  5.0000000E+01  3.5000000E+01  0.0000000E+00 -3.0000000E-01
  0.0000000E+00  4.0000000E+01  0.0000000E+00 -3.0000000E-01
  5.0000000E+01  4.0000000E+01  0.0000000E+00 -3.0000000E-01
  0.0000000E+00  4.5000000E+01  0.0000000E+00 -3.0000000E-01
  5.0000000E+01  4.5000000E+01  0.0000000E+00 -3.0000000E-01
  0.0000000E+00  5.0000000E+01  0.0000000E+00 -3.0000000E-01
  5.0000000E+01  5.0000000E+01  0.0000000E+00 -3.0000000E-01
  0.0000000E+00  5.5000000E+01  0.0000000E+00 -3.0000000E-01
  5.0000000E+01  5.5000000E+01  0.0000000E+00 -3.0000000E-01
  0.0000000E+00  6.0000000E+01  0.0000000E+00 -3.0000000E-01
  5.0000000E+01  6.0000000E+01  0.0000000E+00 -3.0000000E-01
  0.0000000E+00  6.5000000E+01  0.0000000E+00 -3.0000000E-01
  5.0000000E+01  6.5000000E+01  0.0000000E+00 -3.0000000E-01
  0.0000000E+00  7.0000000E+01  0.0000000E+00 -3.0000000E-01
  5.0000000E+01  7.0000000E+01  0.0000000E+00 -3.0000000E-01
  0.0000000E+00  7.5000000E+01  0.0000000E+00 -3.0000000E-01
  5.0000000E+01  7.5000000E+01  0.0000000E+00 -3.0000000E-01
  0.0000000E+00  8.0000000E+01  0.0000000E+00 -3.0000000E-01
  5.0000000E+01  8.0000000E+01  0.0000000E+00 -3.0000000E-01
  0.0000000E+00  8.5000000E+01  0.0000000E+00 -3.0000000E-01
  5.0000000E+01  8.5000000E+01  0.0000000E+00 -3.0000000E-01
  0.0000000E+00  9.0000000E+01  0.0000000E+00 -3.0000000E-01
  5.0000000E+01  9.0000000E+01  0.0000000E+00 -3.0000000E-01
  0.0000000E+00  9.5000000E+01  0.0000000E+00 -3.0000000E-01
  5.0000000E+01  9.5000000E+01  0.0000000E+00 -3.0000000E-01
  0.0000000E+00  1.0000000E+02  0.0000000E+00 -3.0000000E-01
  5.0000000E+01  1.0000000E+02  0.0000000E+00 -3.0000000E-01
  0.0000000E+00  1.0500000E+02  0.0000000E+00 -3.0000000E-01
