33
# x y z
0	15	0
1	15	0
2	15	0
3	15	0
4	15	0
5	15	0
6	15	0
6.8741572761215	14.514357068821	0
7.7483145522431	14.028714137643	0
8.6224718283646	13.543071206464	0
9.4966291044861	13.057428275285	0
10.370786380608	12.571785344107	0
11.244943656729	12.086142412928	0
12.119100932851	11.60049948175	0
12.993258208972	11.114856550571	0
13.867415485094	10.629213619392	0
14.741572761215	10.143570688214	0
15.615730037337	9.657927757035	0
16.489887313458	9.1722848258564	0
17.36404458958	8.6866418946778	0
18.238201865702	8.2009989634992	0
19.112359141823	7.7153560323205	0
19.986516417945	7.2297131011419	0
20.860673694066	6.7440701699633	0
21.734830970188	6.2584272387846	0
22.608988246309	5.772784307606	0
23.483145522431	5.2871413764274	0
24.408739718026	5	0
25.408739718026	5	0
26.408739718026	5	0
27.408739718026	5	0
28.408739718026	5	0
29.408739718026	5	0
1035
# a b m n rhoa k err ip iperr
1	2	3	4	8.99382295893706e+02	-1.88495559215388e+01	1.00208106524683e-02	0.00000000000000e+00	0.00000000000000e+00
2	3	4	5	8.57869795766279e+02	-1.88495559215388e+01	1.00218645508939e-02	0.00000000000000e+00	0.00000000000000e+00
3	4	5	6	8.41317120152472e+02	-1.88495559215388e+01	1.00223325538360e-02	0.00000000000000e+00	0.00000000000000e+00
4	5	6	7	7.80725362738799e+02	-1.88495559215388e+01	1.00237188998612e-02	0.00000000000000e+00	0.00000000000000e+00
5	6	7	8	9.46086336884543e+02	-1.92410338475267e+01	1.00203796191899e-02	0.00000000000000e+00	0.00000000000000e+00
6	7	8	9	9.34459331046533e+02	-1.92410338475267e+01	1.00201755864089e-02	0.00000000000000e+00	0.00000000000000e+00
7	8	9	10	8.16387750016144e+02	-1.88495559215387e+01	1.00229600155894e-02	0.00000000000000e+00	0.00000000000000e+00
8	9	10	11	8.87866688701366e+02	-1.88495559215388e+01	1.00213019088046e-02	0.00000000000000e+00	0.00000000000000e+00
9	10	11	12	9.01427082137694e+02	-1.88495559215387e+01	1.00212353555456e-02	0.00000000000000e+00	0.00000000000000e+00
10	11	12	13	8.76040595644792e+02	-1.88495559215388e+01	1.00212211967703e-02	0.00000000000000e+00	0.00000000000000e+00
11	12	13	14	8.94485193356166e+02	-1.88495559215388e+01	1.00213740723725e-02	0.00000000000000e+00	0.00000000000000e+00
12	13	14	15	8.72390443942707e+02	-1.88495559215387e+01	1.00215462753464e-02	0.00000000000000e+00	0.00000000000000e+00
13	14	15	16	8.71751448949348e+02	-1.88495559215388e+01	1.00215013599997e-02	0.00000000000000e+00	0.00000000000000e+00
14	15	16	17	8.84194511968234e+02	-1.88495559215387e+01	1.00215717990391e-02	0.00000000000000e+00	0.00000000000000e+00
15	16	17	18	8.84459188275963e+02	-1.88495559215387e+01	1.00216747289097e-02	0.00000000000000e+00	0.00000000000000e+00
16	17	18	19	8.50041993798210e+02	-1.88495559215388e+01	1.00217990095104e-02	0.00000000000000e+00	0.00000000000000e+00
17	18	19	20	8.53428773050732e+02	-1.88495559215388e+01	1.00219320116383e-02	0.00000000000000e+00	0.00000000000000e+00
18	19	20	21	8.62679840974877e+02	-1.88495559215387e+01	1.00219776589546e-02	0.00000000000000e+00	0.00000000000000e+00
19	20	21	22	8.62873673407354e+02	-1.88495559215387e+01	1.00220592583617e-02	0.00000000000000e+00	0.00000000000000e+00
20	21	22	23	8.36618021869903e+02	-1.88495559215387e+01	1.00222557672649e-02	0.00000000000000e+00	0.00000000000000e+00
21	22	23	24	8.32993750322745e+02	-1.88495559215388e+01	1.00223271918782e-02	0.00000000000000e+00	0.00000000000000e+00
22	23	24	25	8.36252715977623e+02	-1.88495559215388e+01	1.00225401732405e-02	0.00000000000000e+00	0.00000000000000e+00
23	24	25	26	8.21667051253835e+02	-1.88495559215387e+01	1.00226383529776e-02	0.00000000000000e+00	0.00000000000000e+00
24	25	26	27	8.42491716362642e+02	-1.88495559215388e+01	1.00222884580865e-02	0.00000000000000e+00	0.00000000000000e+00
25	26	27	28	8.25310377155220e+02	-1.91662214494505e+01	1.00235175581765e-02	0.00000000000000e+00	0.00000000000000e+00
26	27	28	29	7.40246863334706e+02	-1.78511319560395e+01	1.00241442759269e-02	0.00000000000000e+00	0.00000000000000e+00
27	28	29	30	7.84562255061114e+02	-1.92419682724375e+01	1.00245621108828e-02	0.00000000000000e+00	0.00000000000000e+00
28	29	30	31	7.97271787512478e+02	-1.88495559215388e+01	1.00229900239713e-02	0.00000000000000e+00	0.00000000000000e+00
29	30	31	32	7.97204978225619e+02	-1.88495559215388e+01	1.00235599683475e-02	0.00000000000000e+00	0.00000000000000e+00
30	31	32	33	8.07751699458289e+02	-1.88495559215388e+01	1.00233376347053e-02	0.00000000000000e+00	0.00000000000000e+00
1	2	4	5	1.09429107192902e+03	-7.53982236861549e+01	1.00699271102621e-02	0.00000000000000e+00	0.00000000000000e+00
2	3	5	6	9.89582872423802e+02	-7.53982236861549e+01	1.00754567941528e-02	0.00000000000000e+00	0.00000000000000e+00
3	4	6	7	9.00765972693656e+02	-7.53982236861549e+01	1.00848264416379e-02	0.00000000000000e+00	0.00000000000000e+00
4	5	7	8	1.02838658606752e+03	-7.88179583003060e+01	1.00758810321424e-02	0.00000000000000e+00	0.00000000000000e+00
5	6	8	9	1.25751596281690e+03	-7.08839950849544e+01	1.00566355806745e-02	0.00000000000000e+00	0.00000000000000e+00
6	7	9	10	1.05331549601141e+03	-7.88179583003060e+01	1.00748218488969e-02	0.00000000000000e+00	0.00000000000000e+00
7	8	10	11	9.06311969262423e+02	-7.53982236861550e+01	1.00835002322487e-02	0.00000000000000e+00	0.00000000000000e+00
8	9	11	12	1.00710280867170e+03	-7.53982236861548e+01	1.00757102240346e-02	0.00000000000000e+00	0.00000000000000e+00
9	10	12	13	1.00102926809019e+03	-7.53982236861548e+01	1.00753143315431e-02	0.00000000000000e+00	0.00000000000000e+00
10	11	13	14	9.97250221687859e+02	-7.53982236861553e+01	1.00759613648644e-02	0.00000000000000e+00	0.00000000000000e+00
11	12	14	15	9.92483225374142e+02	-7.53982236861549e+01	1.00769363470779e-02	0.00000000000000e+00	0.00000000000000e+00
12	13	15	16	9.66778014308656e+02	-7.53982236861550e+01	1.00772805517001e-02	0.00000000000000e+00	0.00000000000000e+00
13	14	16	17	9.64791469353329e+02	-7.53982236861552e+01	1.00773395054692e-02	0.00000000000000e+00	0.00000000000000e+00
14	15	17	18	9.71383164668870e+02	-7.53982236861547e+01	1.00780650797374e-02	0.00000000000000e+00	0.00000000000000e+00
15	16	18	19	9.56500734928784e+02	-7.53982236861548e+01	1.00793369655807e-02	0.00000000000000e+00	0.00000000000000e+00
16	17	19	20	9.36152866794388e+02	-7.53982236861551e+01	1.00807514475645e-02	0.00000000000000e+00	0.00000000000000e+00
