X,Y,water_content,pressure_head
29.753288744763196,7.738069456648878,0.2123024759928119,-387.461586241557
29.83552582984213,7.698011132587087,0.21030639782902988,-424.5950286895164
29.917762914921063,7.657952808525295,0.20835368871657073,-464.8223489683045
30.0,7.617894484463504,0.20588671819286852,-521.8844408700056
29.83552582984213,7.82537963776592,0.20823721900295827,-467.35339984724055
29.917762914921063,7.785321313704127,0.20499020764576564,-544.533513457809
30.0,7.745262989642335,0.20159444340822244,-640.8860449105562
29.917762914921063,7.91268981888296,0.190198141133676,-1134.9262867707757
30.0,7.872631494821167,0.18721613330553089,-1326.9110891152066
30.0,8.0,0.17346137627537966,-2842.3295354624283
29.708349051274205,7.82537963776592,0.21230620570375858,-387.39569899303393
29.79058613635314,7.91268981888296,0.19092310587448144,-1093.0966240091327
29.87282322143208,8.0,0.18221726135079208,-1736.1243667435515
29.66340935778522,7.91268981888296,0.18472354305255978,-1515.5741622061403
29.745646442864157,8.0,0.16261799468424035,-5467.9991667538325
29.61846966429623,8.0,0.17579291586127319,-2485.458433457496
29.71031938494364,7.398435526943989,0.2205130043893462,-268.6590215421307
29.806879589962428,7.330603920443634,0.2189965544172129,-287.11080769447597
29.90343979498121,7.262772313943278,0.21922355884635195,-284.26043310895034
30.0,7.194940707442922,0.21957978551524557,-279.85117626037663
29.806879589962428,7.4715885127838275,0.21624454755749756,-324.3391237361649
29.90343979498121,7.403756906283472,0.214930720357863,-343.9972980068365
30.0,7.335925299783115,0.2149920106302722,-343.0510975697808
29.90343979498121,7.544741498623665,0.21116004814243935,-408.24712263411874
30.0,7.476909892123309,0.21000537857528323,-430.53366979482763
29.43765467457612,7.674017271836901,0.2210208629583987,-262.77955520820854
29.49792633781616,7.782678181224602,0.21856389443216925,-292.6326202413394
29.558198001056198,7.8913390906123,0.20394548448852018,-572.3282760282374
29.34136862920444,7.782678181224602,0.22178316146481303,-254.22310877332728
29.40164029244448,7.8913390906123,0.2196715288657445,-278.72805290794554
29.461911955684503,8.0,0.1838101840607887,-1592.0902021185334
29.24508258383275,7.8913390906123,0.17992679532298442,-1969.540100617075
29.305354247072785,8.0,0.1517599589593445,-11139.329450657195
29.148796538461067,8.0,0.1355516865827848,-36656.3772680175
29.63293671989237,6.978946810435526,0.23366390674470777,-154.2581362183227
29.75529114659492,6.8948885031274605,0.23437804732498183,-149.83460972525657
29.877645573297457,6.810830195819394,0.23331239903379186,-156.48901619824434
30.0,6.726771888511327,0.23303695606104002,-158.26240592968477
29.75529114659492,7.050944776104659,0.22898059992195954,-187.16559970092828
29.877645573297457,6.966886468796592,0.2296309650168282,-182.15741372237193
30.0,6.882828161488526,0.23007842216095156,-178.79892413145248
29.877645573297457,7.12294274177379,0.22410929327866774,-229.98329243761347
30.0,7.038884434465723,0.2252956901957561,-218.6255458728342
28.977320826922256,8.0,0.1414681828011019,-23258.27233339421
28.80584511538344,8.0,0.14110074758935212,-23907.583737530127
28.63436940384463,8.0,0.1525883211907154,-10527.43256331176
29.06603410984449,7.845273665821657,0.22561544462255503,-215.67292604632138
28.894558398305684,7.845273665821657,0.22787769716011647,-196.0151288931997
28.723082686766865,7.845273665821656,0.2299997955051339,-179.38401670370754
28.98327168122792,7.690547331643313,0.22872677269175656,-189.16191128220882
28.811795969689108,7.690547331643312,0.2305895667457637,-175.04700519501085
28.90050925261135,7.53582099746497,0.23174565273025635,-166.88200893541972
28.37604141777983,7.582528050991027,0.23632552103448617,-138.4765052379232
28.462150746468097,7.721685367327352,0.23431511285331214,-150.21867521658584
28.548260075156364,7.860842683663676,0.23184162637493289,-166.22359674081562
28.290277863223565,7.721685367327352,0.23530151983595432,-144.32361746271724
28.376387191911828,7.860842683663675,0.23380941171390995,-153.3451159000844
28.46249652060009,8.0,0.1633093524166346,-5236.296485994165
28.2045143086673,7.860842683663676,0.19022975775385118,-1133.0650626272977
28.29062363735556,8.0,0.12260989044630685,-109253.82202594752
28.118750754111037,8.0,0.135772470287313,-36022.85400068863
27.862891162114558,7.584484448055229,0.23982922600220977,-120.38836861159757
27.94817769278005,7.722989632036819,0.23738054186048801,-132.72823763469717
28.03346422344554,7.86149481601841,0.23513739277233792,-145.28626058599048
27.776304165626577,7.722989632036819,0.23815489807325438,-128.67913217729637
27.861590696292065,7.861494816018409,0.16218211574951233,-5619.9793727586075
27.946877226957557,8.0,0.12223962942746303,-112972.46518563534
27.68971716913859,7.86149481601841,0.21352670787798672,-366.4940066470986
27.77500369980408,8.0,0.12170295528533852,-118616.96058220416
27.60313017265061,8.0,0.12334991358907861,-102225.56477232772
29.57125629698524,6.479902071319773,0.24265804775522926,-107.70474947203806
29.71417086465683,6.389452848213376,0.24239329789951233,-108.82601239717117
29.85708543232841,6.2990036251069785,0.24219925861802166,-109.65610267963159
30.0,6.208554402000582,0.24252597461327413,-108.26247784043903
29.71417086465683,6.562192010383625,0.23989280282581152,-120.08555945915695
29.85708543232841,6.471742787277227,0.2399540328440125,-119.79473379486595
30.0,6.3812935641708295,0.24000030446578446,-119.57547950173732
29.85708543232841,6.644481949447476,0.23666204123178933,-136.61324443034462
