21
# x y z
-15	0	0
-13.5	0	0
-12	0	0
-10.5	0	0
-9	0	0
-7.5	0	0
-6	0	0
-4.5	0	0
-3	0	0
-1.5	0	0
0	0	0
1.5	0	0
3	0	0
4.5	0	0
6	0	0
7.5	0	0
9	0	0
10.5	0	0
12	0	0
13.5	0	0
15	0	0
63
# a b m n err i ip iperr k r rhoa u valid 
1	4	2	3	1.00000920624800e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	9.42477796076938e+00	0.00000000000000e+00	1.01653828034502e+02	0.00000000000000e+00	1
2	5	3	4	1.00000899280304e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	9.42477796076938e+00	0.00000000000000e+00	1.04289724576230e+02	0.00000000000000e+00	1
3	6	4	5	1.00000880976750e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	9.42477796076938e+00	0.00000000000000e+00	1.06636723463352e+02	0.00000000000000e+00	1
4	7	5	6	1.00000862655278e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	9.42477796076938e+00	0.00000000000000e+00	1.07335624054956e+02	0.00000000000000e+00	1
5	8	6	7	1.00000846773968e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	9.42477796076938e+00	0.00000000000000e+00	1.11532193331678e+02	0.00000000000000e+00	1
6	9	7	8	1.00000859598837e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	9.42477796076938e+00	0.00000000000000e+00	1.07436384479031e+02	0.00000000000000e+00	1
7	10	8	9	1.00000884942329e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	9.42477796076938e+00	0.00000000000000e+00	1.05908120232465e+02	0.00000000000000e+00	1
8	11	9	10	1.00000892456413e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	9.42477796076938e+00	0.00000000000000e+00	1.05961031385508e+02	0.00000000000000e+00	1
9	12	10	11	1.00000915517475e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	9.42477796076938e+00	0.00000000000000e+00	1.04539278707824e+02	0.00000000000000e+00	1
10	13	11	12	1.00000915517475e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	9.42477796076938e+00	0.00000000000000e+00	1.01533702571712e+02	0.00000000000000e+00	1
11	14	12	13	1.00000914282664e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	9.42477796076938e+00	0.00000000000000e+00	1.04553111605022e+02	0.00000000000000e+00	1
12	15	13	14	1.00000917356194e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	9.42477796076938e+00	0.00000000000000e+00	1.02451358932683e+02	0.00000000000000e+00	1
13	16	14	15	1.00000919128197e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	9.42477796076938e+00	0.00000000000000e+00	1.01966557164575e+02	0.00000000000000e+00	1
14	17	15	16	1.00000895701570e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	9.42477796076938e+00	0.00000000000000e+00	1.06470651327008e+02	0.00000000000000e+00	1
15	18	16	17	1.00000878969081e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	9.42477796076938e+00	0.00000000000000e+00	1.09046623036205e+02	0.00000000000000e+00	1
16	19	17	18	1.00000858698246e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	9.42477796076938e+00	0.00000000000000e+00	1.07900335035811e+02	0.00000000000000e+00	1
17	20	18	19	1.00000844214505e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	9.42477796076938e+00	0.00000000000000e+00	1.10858660641439e+02	0.00000000000000e+00	1
18	21	19	20	1.00000856470444e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	9.42477796076938e+00	0.00000000000000e+00	1.10683578722140e+02	0.00000000000000e+00	1
1	7	3	5	1.00001854322841e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	1.88495559215388e+01	0.00000000000000e+00	1.02646365245423e+02	0.00000000000000e+00	1
2	8	4	6	1.00001857345101e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	1.88495559215388e+01	0.00000000000000e+00	1.00251064909184e+02	0.00000000000000e+00	1
3	9	5	7	1.00001852176007e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	1.88495559215388e+01	0.00000000000000e+00	1.00416839827666e+02	0.00000000000000e+00	1
4	10	6	8	1.00001855790927e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	1.88495559215388e+01	0.00000000000000e+00	1.01570071424615e+02	0.00000000000000e+00	1
5	11	7	9	1.00001857102907e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	1.88495559215388e+01	0.00000000000000e+00	1.00165397736517e+02	0.00000000000000e+00	1
6	12	8	10	1.00001851745989e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	1.88495559215388e+01	0.00000000000000e+00	1.01406994134749e+02	0.00000000000000e+00	1
7	13	9	11	1.00001865747748e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	1.88495559215388e+01	0.00000000000000e+00	1.02307758290971e+02	0.00000000000000e+00	1
8	14	10	12	1.00001863571770e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	1.88495559215388e+01	0.00000000000000e+00	1.01269518994662e+02	0.00000000000000e+00	1
9	15	11	13	1.00001876197184e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	1.88495559215388e+01	0.00000000000000e+00	1.00615452247074e+02	0.00000000000000e+00	1
10	16	12	14	1.00001869026240e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	1.88495559215388e+01	0.00000000000000e+00	9.80750336547893e+01	0.00000000000000e+00	1
11	17	13	15	1.00001864599015e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	1.88495559215388e+01	0.00000000000000e+00	1.00730940794229e+02	0.00000000000000e+00	1
12	18	14	16	1.00001862740885e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	1.88495559215388e+01	0.00000000000000e+00	1.01200391736027e+02	0.00000000000000e+00	1
13	19	15	17	1.00001853702193e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	1.88495559215388e+01	0.00000000000000e+00	1.03189227705019e+02	0.00000000000000e+00	1
14	20	16	18	1.00001855534483e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	1.88495559215388e+01	0.00000000000000e+00	1.00612770279472e+02	0.00000000000000e+00	1
15	21	17	19	1.00001850702823e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	1.88495559215388e+01	0.00000000000000e+00	1.03204428341448e+02	0.00000000000000e+00	1
1	10	4	7	1.00002816915667e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	2.82743338823081e+01	0.00000000000000e+00	9.93838187536381e+01	0.00000000000000e+00	1
2	11	5	8	1.00002812007437e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	2.82743338823081e+01	0.00000000000000e+00	1.01022731722897e+02	0.00000000000000e+00	1
3	12	6	9	1.00002815265548e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	2.82743338823081e+01	0.00000000000000e+00	1.00423424758416e+02	0.00000000000000e+00	1
4	13	7	10	1.00002817181559e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	2.82743338823081e+01	0.00000000000000e+00	1.00732268414728e+02	0.00000000000000e+00	1
5	14	8	11	1.00002813318935e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	2.82743338823081e+01	0.00000000000000e+00	1.01625899322224e+02	0.00000000000000e+00	1
6	15	9	12	1.00002815504816e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	2.82743338823081e+01	0.00000000000000e+00	1.00415248640611e+02	0.00000000000000e+00	1
7	16	10	13	1.00002816787307e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	2.82743338823081e+01	0.00000000000000e+00	1.00846042190645e+02	0.00000000000000e+00	1
8	17	11	14	1.00002811951890e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	2.82743338823081e+01	0.00000000000000e+00	1.01820820039536e+02	0.00000000000000e+00	1
9	18	12	15	1.00002814558885e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	2.82743338823081e+01	0.00000000000000e+00	9.95516206986786e+01	0.00000000000000e+00	1
10	19	13	16	1.00002816061317e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	2.82743338823081e+01	0.00000000000000e+00	9.93708024149763e+01	0.00000000000000e+00	1
11	20	14	17	1.00002812627419e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	2.82743338823081e+01	0.00000000000000e+00	1.01099103980519e+02	0.00000000000000e+00	1
12	21	15	18	1.00002815081475e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	2.82743338823081e+01	0.00000000000000e+00	1.01083274788389e+02	0.00000000000000e+00	1
1	13	5	9	1.00003763482339e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	3.76991118430775e+01	0.00000000000000e+00	1.00431087249153e+02	0.00000000000000e+00	1
